trx_id,sk_order,sk_product,product_name,product_category,product_discontinued,sk_customers,customer_companyname,customer_title,sk_supplier,supplier_companyname,sk_employee,employee_name,employee_title,sk_shipper,ship_city,ship_country,ship_region,shipped_date,shipper_companyname,sk_orderdate,tanggal,tahun_angka,bulan,kuartal,hari_dalam_bulan_angka,unitprice,quantity,discount,freight,amount
1078,410,56,Gnocchi di nonna Alice,Grains/Cereals,Not Discontinued,71,Save-a-lot Markets,Sales Representative,26,Pasta Buttini s.r.l.,2,Dr. Andrew Fuller,"Vice President, Sales",2,Boise,United States of America,Idaho,1997/09/15 00:00:00.000000000,United Package,19970904,1997/09/04 00:00:00.000000000,1997,September,Q3,4,38.0,45,0.0,352.69,1710
1079,410,60,Camembert Pierrot,Dairy Products,Not Discontinued,71,Save-a-lot Markets,Sales Representative,28,Gai pâturage,2,Dr. Andrew Fuller,"Vice President, Sales",2,Boise,United States of America,Idaho,1997/09/15 00:00:00.000000000,United Package,19970904,1997/09/04 00:00:00.000000000,1997,September,Q3,4,34.0,30,0.0,352.69,1020
1087,413,20,Sir Rodney's Marmalade,Confections,Not Discontinued,36,Hungry Coyote Import Store,Sales Representative,11,"Specialty Biscuits, Ltd.",8,Ms. Laura Callahan,Inside Sales Coordinator,1,Elgin,United States of America,Oregon,1997/10/15 00:00:00.000000000,Speedy Express,19970908,1997/09/08 00:00:00.000000000,1997,September,Q3,8,81.0,21,0.0,111.29,1701
1090,415,68,Scottish Longbreads,Confections,Not Discontinued,48,Lonesome Pine Restaurant,Sales Manager,11,"Specialty Biscuits, Ltd.",3,Ms. Janet Leverling,Sales Representative,2,Portland,United States of America,Oregon,1997/09/18 00:00:00.000000000,United Package,19970909,1997/09/09 00:00:00.000000000,1997,September,Q3,9,12.5,10,0.0,1.28,130
1097,418,51,Manjimup Dried Apples,Produce,Not Discontinued,48,Lonesome Pine Restaurant,Sales Manager,5,"G'day, Mate",1,Ms. Nancy Davolio,Sales Representative,2,Portland,United States of America,Oregon,1997/09/17 00:00:00.000000000,United Package,19970911,1997/09/11 00:00:00.000000000,1997,September,Q3,11,53.0,20,0.0,26.31,1060
1098,418,59,Raclette Courdavault,Dairy Products,Not Discontinued,48,Lonesome Pine Restaurant,Sales Manager,28,Gai pâturage,1,Ms. Nancy Davolio,Sales Representative,2,Portland,United States of America,Oregon,1997/09/17 00:00:00.000000000,United Package,19970911,1997/09/11 00:00:00.000000000,1997,September,Q3,11,55.0,1,0.0,26.31,55
1099,418,76,Lakkalikööri,Beverages,Not Discontinued,48,Lonesome Pine Restaurant,Sales Manager,24,Karkki Oy,1,Ms. Nancy Davolio,Sales Representative,2,Portland,United States of America,Oregon,1997/09/17 00:00:00.000000000,United Package,19970911,1997/09/11 00:00:00.000000000,1997,September,Q3,11,18.0,10,0.0,26.31,180
1130,431,12,Queso Manchego La Pastora,Dairy Products,Not Discontinued,71,Save-a-lot Markets,Sales Representative,9,Cooperativa de Quesos 'Las Cabras',7,Mr. Robert King,Sales Representative,3,Boise,United States of America,Idaho,1997/10/16 00:00:00.000000000,Federal Shipping,19970923,1997/09/23 00:00:00.000000000,1997,September,Q3,23,38.0,100,0.0,388.98,3800
1131,431,33,Geitost,Dairy Products,Not Discontinued,71,Save-a-lot Markets,Sales Representative,16,Norske Meierier,7,Mr. Robert King,Sales Representative,3,Boise,United States of America,Idaho,1997/10/16 00:00:00.000000000,Federal Shipping,19970923,1997/09/23 00:00:00.000000000,1997,September,Q3,23,2.5,30,0.0,388.98,90
1132,431,41,Jack's New England Clam Chowder,Seafood,Not Discontinued,71,Save-a-lot Markets,Sales Representative,20,New England Seafood Cannery,7,Mr. Robert King,Sales Representative,3,Boise,United States of America,Idaho,1997/10/16 00:00:00.000000000,Federal Shipping,19970923,1997/09/23 00:00:00.000000000,1997,September,Q3,23,9.65,120,0.0,388.98,1200
1133,431,54,Tourtière,Meat/Poultry,Not Discontinued,71,Save-a-lot Markets,Sales Representative,25,Ma Maison,7,Mr. Robert King,Sales Representative,3,Boise,United States of America,Idaho,1997/10/16 00:00:00.000000000,Federal Shipping,19970923,1997/09/23 00:00:00.000000000,1997,September,Q3,23,7.45,30,0.0,388.98,210
1135,433,16,Pavlova,Confections,Not Discontinued,55,Old World Delicatessen,Sales Representative,10,"Pavlova, Ltd.",1,Ms. Nancy Davolio,Sales Representative,1,Anchorage,United States of America,Alaska,1997/09/26 00:00:00.000000000,Speedy Express,19970924,1997/09/24 00:00:00.000000000,1997,September,Q3,24,17.45,50,0.25,26.61,850
1136,433,31,Gorgonzola Telino,Dairy Products,Not Discontinued,55,Old World Delicatessen,Sales Representative,4,Formaggi Fortini s.r.l.,1,Ms. Nancy Davolio,Sales Representative,1,Anchorage,United States of America,Alaska,1997/09/26 00:00:00.000000000,Speedy Express,19970924,1997/09/24 00:00:00.000000000,1997,September,Q3,24,12.5,20,0.25,26.61,260
1137,433,42,Singaporean Hokkien Fried Mee,Grains/Cereals,Discontinued,55,Old World Delicatessen,Sales Representative,21,Leka Trading,1,Ms. Nancy Davolio,Sales Representative,1,Anchorage,United States of America,Alaska,1997/09/26 00:00:00.000000000,Speedy Express,19970924,1997/09/24 00:00:00.000000000,1997,September,Q3,24,14.0,40,0.25,26.61,560
1138,434,19,Teatime Chocolate Biscuits,Confections,Not Discontinued,32,Great Lakes Food Market,Marketing Manager,11,"Specialty Biscuits, Ltd.",3,Ms. Janet Leverling,Sales Representative,3,Eugene,United States of America,Oregon,1997/09/30 00:00:00.000000000,Federal Shipping,19970925,1997/09/25 00:00:00.000000000,1997,September,Q3,25,9.2,30,0.1,76.13,270
1139,434,21,Sir Rodney's Scones,Confections,Not Discontinued,32,Great Lakes Food Market,Marketing Manager,11,"Specialty Biscuits, Ltd.",3,Ms. Janet Leverling,Sales Representative,3,Eugene,United States of America,Oregon,1997/09/30 00:00:00.000000000,Federal Shipping,19970925,1997/09/25 00:00:00.000000000,1997,September,Q3,25,10.0,12,0.1,76.13,120
1140,434,64,Wimmers gute Semmelknödel,Grains/Cereals,Not Discontinued,32,Great Lakes Food Market,Marketing Manager,3,Plutzer Lebensmittelgroßmärkte AG,3,Ms. Janet Leverling,Sales Representative,3,Eugene,United States of America,Oregon,1997/09/30 00:00:00.000000000,Federal Shipping,19970925,1997/09/25 00:00:00.000000000,1997,September,Q3,25,33.25,28,0.0,76.13,924
1168,446,9,Mishi Kobe Niku,Meat/Poultry,Discontinued,89,White Clover Markets,Owner,8,Tokyo Traders,3,Ms. Janet Leverling,Sales Representative,3,Seattle,United States of America,Washington,1997/10/10 00:00:00.000000000,Federal Shipping,19971006,1997/10/06 00:00:00.000000000,1997,October,Q4,6,97.0,6,0.0,139.34,582
1169,446,54,Tourtière,Meat/Poultry,Not Discontinued,89,White Clover Markets,Owner,25,Ma Maison,3,Ms. Janet Leverling,Sales Representative,3,Seattle,United States of America,Washington,1997/10/10 00:00:00.000000000,Federal Shipping,19971006,1997/10/06 00:00:00.000000000,1997,October,Q4,6,7.45,60,0.15,139.34,420
1170,446,69,Gudbrandsdalsost,Dairy Products,Not Discontinued,89,White Clover Markets,Owner,16,Norske Meierier,3,Ms. Janet Leverling,Sales Representative,3,Seattle,United States of America,Washington,1997/10/10 00:00:00.000000000,Federal Shipping,19971006,1997/10/06 00:00:00.000000000,1997,October,Q4,6,36.0,30,0.15,139.34,1080
1171,446,73,Röd Kaviar,Seafood,Not Discontinued,89,White Clover Markets,Owner,18,Svensk Sjöföda AB,3,Ms. Janet Leverling,Sales Representative,3,Seattle,United States of America,Washington,1997/10/10 00:00:00.000000000,Federal Shipping,19971006,1997/10/06 00:00:00.000000000,1997,October,Q4,6,15.0,15,0.15,139.34,225
1178,449,17,Alice Mutton,Meat/Poultry,Discontinued,89,White Clover Markets,Owner,10,"Pavlova, Ltd.",8,Ms. Laura Callahan,Inside Sales Coordinator,3,Seattle,United States of America,Washington,1997/10/14 00:00:00.000000000,Federal Shipping,19971008,1997/10/08 00:00:00.000000000,1997,October,Q4,8,39.0,20,0.0,102.55,780
1179,449,46,Spegesild,Seafood,Not Discontinued,89,White Clover Markets,Owner,22,Lyngbysild,8,Ms. Laura Callahan,Inside Sales Coordinator,3,Seattle,United States of America,Washington,1997/10/14 00:00:00.000000000,Federal Shipping,19971008,1997/10/08 00:00:00.000000000,1997,October,Q4,8,12.0,18,0.0,102.55,216
1190,453,1,Chai,Beverages,Discontinued,71,Save-a-lot Markets,Sales Representative,11,"Specialty Biscuits, Ltd.",3,Ms. Janet Leverling,Sales Representative,1,Boise,United States of America,Idaho,1997/10/16 00:00:00.000000000,Speedy Express,19971010,1997/10/10 00:00:00.000000000,1997,October,Q4,10,18.0,5,0.2,65.1,90
1191,453,34,Sasquatch Ale,Beverages,Not Discontinued,71,Save-a-lot Markets,Sales Representative,17,Bigfoot Breweries,3,Ms. Janet Leverling,Sales Representative,1,Boise,United States of America,Idaho,1997/10/16 00:00:00.000000000,Speedy Express,19971010,1997/10/10 00:00:00.000000000,1997,October,Q4,10,14.0,12,0.2,65.1,168
1192,453,68,Scottish Longbreads,Confections,Not Discontinued,71,Save-a-lot Markets,Sales Representative,11,"Specialty Biscuits, Ltd.",3,Ms. Janet Leverling,Sales Representative,1,Boise,United States of America,Idaho,1997/10/16 00:00:00.000000000,Speedy Express,19971010,1997/10/10 00:00:00.000000000,1997,October,Q4,10,12.5,40,0.2,65.1,520
1193,453,71,Flotemysost,Dairy Products,Not Discontinued,71,Save-a-lot Markets,Sales Representative,16,Norske Meierier,3,Ms. Janet Leverling,Sales Representative,1,Boise,United States of America,Idaho,1997/10/16 00:00:00.000000000,Speedy Express,19971010,1997/10/10 00:00:00.000000000,1997,October,Q4,10,21.5,60,0.2,65.1,1320
1207,459,16,Pavlova,Confections,Not Discontinued,55,Old World Delicatessen,Sales Representative,10,"Pavlova, Ltd.",8,Ms. Laura Callahan,Inside Sales Coordinator,3,Anchorage,United States of America,Alaska,1997/10/21 00:00:00.000000000,Federal Shipping,19971016,1997/10/16 00:00:00.000000000,1997,October,Q4,16,17.45,20,0.0,135.63,340
1208,459,43,Ipoh Coffee,Beverages,Not Discontinued,55,Old World Delicatessen,Sales Representative,21,Leka Trading,8,Ms. Laura Callahan,Inside Sales Coordinator,3,Anchorage,United States of America,Alaska,1997/10/21 00:00:00.000000000,Federal Shipping,19971016,1997/10/16 00:00:00.000000000,1997,October,Q4,16,46.0,24,0.0,135.63,1104
1209,459,59,Raclette Courdavault,Dairy Products,Not Discontinued,55,Old World Delicatessen,Sales Representative,28,Gai pâturage,8,Ms. Laura Callahan,Inside Sales Coordinator,3,Anchorage,United States of America,Alaska,1997/10/21 00:00:00.000000000,Federal Shipping,19971016,1997/10/16 00:00:00.000000000,1997,October,Q4,16,55.0,8,0.0,135.63,440
1213,461,5,Chef Anton's Gumbo Mix,Condiments,Discontinued,77,The Big Cheese,Marketing Manager,1,New Orleans Cajun Delights,6,Mr. Michael Suyama,Sales Representative,2,Portland,United States of America,Oregon,1997/11/05 00:00:00.000000000,United Package,19971017,1997/10/17 00:00:00.000000000,1997,October,Q4,17,21.35,4,0.0,2.96,84
1214,461,36,Inlagd Sill,Seafood,Not Discontinued,77,The Big Cheese,Marketing Manager,18,Svensk Sjöföda AB,6,Mr. Michael Suyama,Sales Representative,2,Portland,United States of America,Oregon,1997/11/05 00:00:00.000000000,United Package,19971017,1997/10/17 00:00:00.000000000,1997,October,Q4,17,19.0,5,0.0,2.96,95
1220,464,19,Teatime Chocolate Biscuits,Confections,Not Discontinued,71,Save-a-lot Markets,Sales Representative,11,"Specialty Biscuits, Ltd.",5,Mr. Steven Buchanan,Sales Manager,2,Boise,United States of America,Idaho,1997/10/29 00:00:00.000000000,United Package,19971021,1997/10/21 00:00:00.000000000,1997,October,Q4,21,9.2,12,0.0,52.41,108
1221,464,41,Jack's New England Clam Chowder,Seafood,Not Discontinued,71,Save-a-lot Markets,Sales Representative,20,New England Seafood Cannery,5,Mr. Steven Buchanan,Sales Manager,2,Boise,United States of America,Idaho,1997/10/29 00:00:00.000000000,United Package,19971021,1997/10/21 00:00:00.000000000,1997,October,Q4,21,9.65,42,0.0,52.41,420
1222,464,53,Perth Pasties,Meat/Poultry,Discontinued,71,Save-a-lot Markets,Sales Representative,5,"G'day, Mate",5,Mr. Steven Buchanan,Sales Manager,2,Boise,United States of America,Idaho,1997/10/29 00:00:00.000000000,United Package,19971021,1997/10/21 00:00:00.000000000,1997,October,Q4,21,32.8,120,0.0,52.41,3960
1225,466,10,Ikura,Seafood,Not Discontinued,71,Save-a-lot Markets,Sales Representative,8,Tokyo Traders,1,Ms. Nancy Davolio,Sales Representative,1,Boise,United States of America,Idaho,1997/10/24 00:00:00.000000000,Speedy Express,19971022,1997/10/22 00:00:00.000000000,1997,October,Q4,22,31.0,18,0.0,167.05,558
1226,466,26,Gumbär Gummibärchen,Confections,Not Discontinued,71,Save-a-lot Markets,Sales Representative,14,Heli Süßwaren GmbH & Co. KG,1,Ms. Nancy Davolio,Sales Representative,1,Boise,United States of America,Idaho,1997/10/24 00:00:00.000000000,Speedy Express,19971022,1997/10/22 00:00:00.000000000,1997,October,Q4,22,31.23,30,0.0,167.05,930
1227,466,45,Rogede sild,Seafood,Not Discontinued,71,Save-a-lot Markets,Sales Representative,22,Lyngbysild,1,Ms. Nancy Davolio,Sales Representative,1,Boise,United States of America,Idaho,1997/10/24 00:00:00.000000000,Speedy Express,19971022,1997/10/22 00:00:00.000000000,1997,October,Q4,22,9.5,110,0.0,167.05,1100
1228,466,46,Spegesild,Seafood,Not Discontinued,71,Save-a-lot Markets,Sales Representative,22,Lyngbysild,1,Ms. Nancy Davolio,Sales Representative,1,Boise,United States of America,Idaho,1997/10/24 00:00:00.000000000,Speedy Express,19971022,1997/10/22 00:00:00.000000000,1997,October,Q4,22,12.0,24,0.0,167.05,288
1229,467,2,Chang,Beverages,Discontinued,71,Save-a-lot Markets,Sales Representative,6,Exotic Liquids,5,Mr. Steven Buchanan,Sales Manager,3,Boise,United States of America,Idaho,1997/10/27 00:00:00.000000000,Federal Shipping,19971022,1997/10/22 00:00:00.000000000,1997,October,Q4,22,19.0,30,0.25,24.49,570
1230,467,17,Alice Mutton,Meat/Poultry,Discontinued,71,Save-a-lot Markets,Sales Representative,10,"Pavlova, Ltd.",5,Mr. Steven Buchanan,Sales Manager,3,Boise,United States of America,Idaho,1997/10/27 00:00:00.000000000,Federal Shipping,19971022,1997/10/22 00:00:00.000000000,1997,October,Q4,22,39.0,27,0.25,24.49,1053
1231,467,47,Zaanse koeken,Confections,Not Discontinued,71,Save-a-lot Markets,Sales Representative,23,Zaanse Snoepfabriek,5,Mr. Steven Buchanan,Sales Manager,3,Boise,United States of America,Idaho,1997/10/27 00:00:00.000000000,Federal Shipping,19971022,1997/10/22 00:00:00.000000000,1997,October,Q4,22,9.5,50,0.25,24.49,500
1232,467,56,Gnocchi di nonna Alice,Grains/Cereals,Not Discontinued,71,Save-a-lot Markets,Sales Representative,26,Pasta Buttini s.r.l.,5,Mr. Steven Buchanan,Sales Manager,3,Boise,United States of America,Idaho,1997/10/27 00:00:00.000000000,Federal Shipping,19971022,1997/10/22 00:00:00.000000000,1997,October,Q4,22,38.0,18,0.25,24.49,684
1233,467,58,Escargots de Bourgogne,Seafood,Not Discontinued,71,Save-a-lot Markets,Sales Representative,27,Escargots Nouveaux,5,Mr. Steven Buchanan,Sales Manager,3,Boise,United States of America,Idaho,1997/10/27 00:00:00.000000000,Federal Shipping,19971022,1997/10/22 00:00:00.000000000,1997,October,Q4,22,13.25,12,0.25,24.49,156
1246,472,18,Carnarvon Tigers,Seafood,Not Discontinued,45,Let's Stop N Shop,Owner,10,"Pavlova, Ltd.",8,Ms. Laura Callahan,Inside Sales Coordinator,2,San Francisco,United States of America,California,1997/11/05 00:00:00.000000000,United Package,19971027,1997/10/27 00:00:00.000000000,1997,October,Q4,27,62.5,12,0.25,51.44,756
1247,472,30,Nord-Ost Matjeshering,Seafood,Not Discontinued,45,Let's Stop N Shop,Owner,15,Nord-Ost-Fisch Handelsgesellschaft mbH,8,Ms. Laura Callahan,Inside Sales Coordinator,2,San Francisco,United States of America,California,1997/11/05 00:00:00.000000000,United Package,19971027,1997/10/27 00:00:00.000000000,1997,October,Q4,27,25.89,3,0.25,51.44,78
1248,472,54,Tourtière,Meat/Poultry,Not Discontinued,45,Let's Stop N Shop,Owner,25,Ma Maison,8,Ms. Laura Callahan,Inside Sales Coordinator,2,San Francisco,United States of America,California,1997/11/05 00:00:00.000000000,United Package,19971027,1997/10/27 00:00:00.000000000,1997,October,Q4,27,7.45,40,0.25,51.44,280
1252,475,2,Chang,Beverages,Discontinued,71,Save-a-lot Markets,Sales Representative,6,Exotic Liquids,8,Ms. Laura Callahan,Inside Sales Coordinator,1,Boise,United States of America,Idaho,1997/11/04 00:00:00.000000000,Speedy Express,19971029,1997/10/29 00:00:00.000000000,1997,October,Q4,29,19.0,3,0.0,74.58,57
1253,475,31,Gorgonzola Telino,Dairy Products,Not Discontinued,71,Save-a-lot Markets,Sales Representative,4,Formaggi Fortini s.r.l.,8,Ms. Laura Callahan,Inside Sales Coordinator,1,Boise,United States of America,Idaho,1997/11/04 00:00:00.000000000,Speedy Express,19971029,1997/10/29 00:00:00.000000000,1997,October,Q4,29,12.5,50,0.0,74.58,650
1254,475,68,Scottish Longbreads,Confections,Not Discontinued,71,Save-a-lot Markets,Sales Representative,11,"Specialty Biscuits, Ltd.",8,Ms. Laura Callahan,Inside Sales Coordinator,1,Boise,United States of America,Idaho,1997/11/04 00:00:00.000000000,Speedy Express,19971029,1997/10/29 00:00:00.000000000,1997,October,Q4,29,12.5,45,0.0,74.58,585
1255,475,75,Rhönbräu Klosterbier,Beverages,Not Discontinued,71,Save-a-lot Markets,Sales Representative,3,Plutzer Lebensmittelgroßmärkte AG,8,Ms. Laura Callahan,Inside Sales Coordinator,1,Boise,United States of America,Idaho,1997/11/04 00:00:00.000000000,Speedy Express,19971029,1997/10/29 00:00:00.000000000,1997,October,Q4,29,7.75,42,0.0,74.58,336
1256,476,26,Gumbär Gummibärchen,Confections,Not Discontinued,89,White Clover Markets,Owner,14,Heli Süßwaren GmbH & Co. KG,3,Ms. Janet Leverling,Sales Representative,1,Seattle,United States of America,Washington,1997/11/25 00:00:00.000000000,Speedy Express,19971030,1997/10/30 00:00:00.000000000,1997,October,Q4,30,31.23,15,0.0,21.72,465
1286,488,61,Sirop d'érable,Condiments,Not Discontinued,45,Let's Stop N Shop,Owner,29,Forêts d'érables,6,Mr. Michael Suyama,Sales Representative,2,San Francisco,United States of America,California,1997/11/21 00:00:00.000000000,United Package,19971110,1997/11/10 00:00:00.000000000,1997,November,Q4,10,28.5,20,0.1,45.97,580
1287,488,77,Original Frankfurter grüne Soße,Condiments,Not Discontinued,45,Let's Stop N Shop,Owner,3,Plutzer Lebensmittelgroßmärkte AG,6,Mr. Michael Suyama,Sales Representative,2,San Francisco,United States of America,California,1997/11/21 00:00:00.000000000,United Package,19971110,1997/11/10 00:00:00.000000000,1997,November,Q4,10,13.0,2,0.1,45.97,26
1295,493,28,Rössle Sauerkraut,Produce,Discontinued,89,White Clover Markets,Owner,3,Plutzer Lebensmittelgroßmärkte AG,4,Mrs. Margaret Peacock,Sales Representative,2,Seattle,United States of America,Washington,1997/11/25 00:00:00.000000000,United Package,19971113,1997/11/13 00:00:00.000000000,1997,November,Q4,13,45.6,5,0.2,81.88,230
1296,493,35,Steeleye Stout,Beverages,Not Discontinued,89,White Clover Markets,Owner,17,Bigfoot Breweries,4,Mrs. Margaret Peacock,Sales Representative,2,Seattle,United States of America,Washington,1997/11/25 00:00:00.000000000,United Package,19971113,1997/11/13 00:00:00.000000000,1997,November,Q4,13,18.0,35,0.2,81.88,630
1297,493,45,Rogede sild,Seafood,Not Discontinued,89,White Clover Markets,Owner,22,Lyngbysild,4,Mrs. Margaret Peacock,Sales Representative,2,Seattle,United States of America,Washington,1997/11/25 00:00:00.000000000,United Package,19971113,1997/11/13 00:00:00.000000000,1997,November,Q4,13,9.5,40,0.2,81.88,400
1298,493,56,Gnocchi di nonna Alice,Grains/Cereals,Not Discontinued,89,White Clover Markets,Owner,26,Pasta Buttini s.r.l.,4,Mrs. Margaret Peacock,Sales Representative,2,Seattle,United States of America,Washington,1997/11/25 00:00:00.000000000,United Package,19971113,1997/11/13 00:00:00.000000000,1997,November,Q4,13,38.0,14,0.2,81.88,532
1317,501,23,Tunnbröd,Grains/Cereals,Not Discontinued,71,Save-a-lot Markets,Sales Representative,12,PB Knäckebröd AB,3,Ms. Janet Leverling,Sales Representative,1,Boise,United States of America,Idaho,1997/11/28 00:00:00.000000000,Speedy Express,19971120,1997/11/20 00:00:00.000000000,1997,November,Q4,20,9.0,44,0.0,232.55,396
1318,501,40,Boston Crab Meat,Seafood,Not Discontinued,71,Save-a-lot Markets,Sales Representative,20,New England Seafood Cannery,3,Ms. Janet Leverling,Sales Representative,1,Boise,United States of America,Idaho,1997/11/28 00:00:00.000000000,Speedy Express,19971120,1997/11/20 00:00:00.000000000,1997,November,Q4,20,18.4,40,0.0,232.55,720
1319,501,56,Gnocchi di nonna Alice,Grains/Cereals,Not Discontinued,71,Save-a-lot Markets,Sales Representative,26,Pasta Buttini s.r.l.,3,Ms. Janet Leverling,Sales Representative,1,Boise,United States of America,Idaho,1997/11/28 00:00:00.000000000,Speedy Express,19971120,1997/11/20 00:00:00.000000000,1997,November,Q4,20,38.0,28,0.0,232.55,1064
1339,509,18,Carnarvon Tigers,Seafood,Not Discontinued,75,Split Rail Beer & Ale,Sales Manager,10,"Pavlova, Ltd.",8,Ms. Laura Callahan,Inside Sales Coordinator,2,Lander,United States of America,Wyoming,1997/12/02 00:00:00.000000000,United Package,19971127,1997/11/27 00:00:00.000000000,1997,November,Q4,27,62.5,21,0.2,73.21,1323
1340,509,36,Inlagd Sill,Seafood,Not Discontinued,75,Split Rail Beer & Ale,Sales Manager,18,Svensk Sjöföda AB,8,Ms. Laura Callahan,Inside Sales Coordinator,2,Lander,United States of America,Wyoming,1997/12/02 00:00:00.000000000,United Package,19971127,1997/11/27 00:00:00.000000000,1997,November,Q4,27,19.0,20,0.2,73.21,380
1341,509,68,Scottish Longbreads,Confections,Not Discontinued,75,Split Rail Beer & Ale,Sales Manager,11,"Specialty Biscuits, Ltd.",8,Ms. Laura Callahan,Inside Sales Coordinator,2,Lander,United States of America,Wyoming,1997/12/02 00:00:00.000000000,United Package,19971127,1997/11/27 00:00:00.000000000,1997,November,Q4,27,12.5,6,0.2,73.21,78
1342,509,69,Gudbrandsdalsost,Dairy Products,Not Discontinued,75,Split Rail Beer & Ale,Sales Manager,16,Norske Meierier,8,Ms. Laura Callahan,Inside Sales Coordinator,2,Lander,United States of America,Wyoming,1997/12/02 00:00:00.000000000,United Package,19971127,1997/11/27 00:00:00.000000000,1997,November,Q4,27,36.0,20,0.2,73.21,720
1343,510,34,Sasquatch Ale,Beverages,Not Discontinued,71,Save-a-lot Markets,Sales Representative,17,Bigfoot Breweries,6,Mr. Michael Suyama,Sales Representative,1,Boise,United States of America,Idaho,1997/12/15 00:00:00.000000000,Speedy Express,19971127,1997/11/27 00:00:00.000000000,1997,November,Q4,27,14.0,30,0.0,8.19,420
1344,510,59,Raclette Courdavault,Dairy Products,Not Discontinued,71,Save-a-lot Markets,Sales Representative,28,Gai pâturage,6,Mr. Michael Suyama,Sales Representative,1,Boise,United States of America,Idaho,1997/12/15 00:00:00.000000000,Speedy Express,19971127,1997/11/27 00:00:00.000000000,1997,November,Q4,27,55.0,7,0.0,8.19,385
1345,510,62,Tarte au sucre,Confections,Not Discontinued,71,Save-a-lot Markets,Sales Representative,29,Forêts d'érables,6,Mr. Michael Suyama,Sales Representative,1,Boise,United States of America,Idaho,1997/12/15 00:00:00.000000000,Speedy Express,19971127,1997/11/27 00:00:00.000000000,1997,November,Q4,27,49.3,30,0.0,8.19,1470
1346,510,64,Wimmers gute Semmelknödel,Grains/Cereals,Not Discontinued,71,Save-a-lot Markets,Sales Representative,3,Plutzer Lebensmittelgroßmärkte AG,6,Mr. Michael Suyama,Sales Representative,1,Boise,United States of America,Idaho,1997/12/15 00:00:00.000000000,Speedy Express,19971127,1997/11/27 00:00:00.000000000,1997,November,Q4,27,33.25,24,0.0,8.19,792
1354,514,25,NuNuCa Nuß-Nougat-Creme,Confections,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,14,Heli Süßwaren GmbH & Co. KG,5,Mr. Steven Buchanan,Sales Manager,2,Albuquerque,United States of America,New Mexico,1997/12/08 00:00:00.000000000,United Package,19971202,1997/12/02 00:00:00.000000000,1997,December,Q4,2,14.0,35,0.25,18.66,490
1355,514,75,Rhönbräu Klosterbier,Beverages,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,3,Plutzer Lebensmittelgroßmärkte AG,5,Mr. Steven Buchanan,Sales Manager,2,Albuquerque,United States of America,New Mexico,1997/12/08 00:00:00.000000000,United Package,19971202,1997/12/02 00:00:00.000000000,1997,December,Q4,2,7.75,18,0.0,18.66,144
1387,528,10,Ikura,Seafood,Not Discontinued,78,The Cracker Box,Marketing Assistant,8,Tokyo Traders,7,Mr. Robert King,Sales Representative,1,Butte,United States of America,Montana,1997/12/26 00:00:00.000000000,Speedy Express,19971212,1997/12/12 00:00:00.000000000,1997,December,Q4,12,31.0,6,0.0,20.25,186
1388,528,67,Laughing Lumberjack Lager,Beverages,Not Discontinued,78,The Cracker Box,Marketing Assistant,17,Bigfoot Breweries,7,Mr. Robert King,Sales Representative,1,Butte,United States of America,Montana,1997/12/26 00:00:00.000000000,Speedy Express,19971212,1997/12/12 00:00:00.000000000,1997,December,Q4,12,14.0,3,0.0,20.25,42
1459,558,34,Sasquatch Ale,Beverages,Not Discontinued,77,The Big Cheese,Marketing Manager,17,Bigfoot Breweries,2,Dr. Andrew Fuller,"Vice President, Sales",3,Portland,United States of America,Oregon,1998/01/09 00:00:00.000000000,Federal Shipping,19971230,1997/12/30 00:00:00.000000000,1997,December,Q4,30,14.0,10,0.0,237.34,140
1460,558,38,Côte de Blaye,Beverages,Not Discontinued,77,The Big Cheese,Marketing Manager,19,Aux joyeux ecclésiastiques,2,Dr. Andrew Fuller,"Vice President, Sales",3,Portland,United States of America,Oregon,1998/01/09 00:00:00.000000000,Federal Shipping,19971230,1997/12/30 00:00:00.000000000,1997,December,Q4,30,263.5,10,0.0,237.34,2640
1465,561,56,Gnocchi di nonna Alice,Grains/Cereals,Not Discontinued,55,Old World Delicatessen,Sales Representative,26,Pasta Buttini s.r.l.,2,Dr. Andrew Fuller,"Vice President, Sales",3,Anchorage,United States of America,Alaska,1998/01/09 00:00:00.000000000,Federal Shipping,19980101,1998/01/01 00:00:00.000000000,1998,January,Q1,1,38.0,20,0.15,45.53,760
1466,561,76,Lakkalikööri,Beverages,Not Discontinued,55,Old World Delicatessen,Sales Representative,24,Karkki Oy,2,Dr. Andrew Fuller,"Vice President, Sales",3,Anchorage,United States of America,Alaska,1998/01/09 00:00:00.000000000,Federal Shipping,19980101,1998/01/01 00:00:00.000000000,1998,January,Q1,1,18.0,50,0.15,45.53,900
1483,568,33,Geitost,Dairy Products,Not Discontinued,71,Save-a-lot Markets,Sales Representative,16,Norske Meierier,2,Dr. Andrew Fuller,"Vice President, Sales",3,Boise,United States of America,Idaho,1998/01/14 00:00:00.000000000,Federal Shipping,19980105,1998/01/05 00:00:00.000000000,1998,January,Q1,5,2.5,16,0.0,14.62,48
